pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
,,,,0.258,0.012,-0.022,0
,,,,0.102,0.029,-0.021,0
,,,,0.93,0.178,-0.095,0
,,,,0.13,0.005,-0.007,0
,,,,0.269,0.06,-0.022,0
,,,,0.216,0.034,-0.034,0
,,,,0.211,0.033,-0.033,0
,,,,0.108,0.024,-0.024,0
,,,,0.172,0.037,-0.017,0
,,,,0.241,0.061,-0.043,0
,,,,0.317,0.12,-0.061,0
,,,,0.191,0.037,-0.017,0
,,,,0.189,0.062,-0.027,0
,,,,0.367,0.017,-0.029,0
,,,,0.914,0.061,-0.048,0
,,,,0.806,0.184,-0.101,0
,,,,0.456,0.07,-0.038,0
,,,,0.246,0.022,-0.015,0
,,,,0.357,0.162,-0.162,0
,,,,0.477,0.218,-0.218,0
,,,,0.158,0.024,-0.024,0
,,,,0.22,0.033,-0.033,0
,,,,0.543,0.239,-0.079,0
,,,,0.117,0.009,-0.007,0
,,,,0.158,0.037,-0.019,0
,,,,0.14,0.028,-0.012,0
,,,,0.167,0.063,-0.021,0
,,,,0.136,0.035,-0.02,0
,,,,0.164,0.036,-0.021,0
,,,,0.112,0.018,-0.012,0
,,,,0.502,0.062,-0.041,0
,,,,0.135,0.007,-0.01,0
,,,,0.188,0.039,-0.016,0
,,,,0.252,0.037,-0.037,0
,,,,0.211,0.031,-0.031,0
,,,,0.173,0.012,-0.012,0
,,,,0.152,0.054,-0.022,0
,,,,0.113,0.009,-0.006,0
,,,,0.184,0.029,-0.015,0
,,,,0.18,0.011,-0.008,0
,,,,0.18,0.009,-0.009,0
,,,,0.249,0.048,-0.026,0
,,,,0.244,0.057,-0.029,0
,,,,0.228,0.02,-0.038,0
,,,,0.244,0.045,-0.022,0
,,,,0.229,0.037,-0.022,0
,,,,0.199,0.009,-0.009,0
,,,,0.211,0.01,-0.01,0
,,,,0.123,0.024,-0.024,0
,,,,0.232,0.044,-0.044,0
,,,,0.196,0.038,-0.038,0
,,,,1.523,0.346,-0.168,0
,,,,0.467,0.037,-0.032,0
,,,,0.143,0.007,-0.008,0
,,,,0.231,0.054,-0.022,0
,,,,0.15,0.006,-0.021,0
,,,,0.182,0.008,-0.026,0
,,,,0.221,0.029,-0.016,0
,,,,0.105,0.008,-0.004,0
,,,,0.152,0.028,-0.022,0
,,,,0.637,0.133,-0.122,0
,,,,0.176,0.009,-0.009,0
,,,,0.194,0.009,-0.009,0
,,,,0.107,0.017,-0.017,0
,,,,0.113,0.018,-0.018,0
,,,,0.159,0.042,-0.019,0
,,,,0.15,0.024,-0.019,0
,,,,0.227,0.04,-0.015,0
,,,,0.151,0.043,-0.025,0
,,,,1.492,0.604,-0.204,0
,,,,0.745,0.152,-0.072,0
,,,,0.83,0.112,-0.054,0
,,,,0.607,0.152,-0.061,0
,,,,0.434,0.021,-0.018,0
,,,,0.276,0.016,-0.013,0
,,,,0.289,0.072,-0.029,0
,,,,0.203,0.011,-0.012,0
,,,,0.197,0.039,-0.015,0
,,,,0.259,0.061,-0.029,0
,,,,0.214,0.056,-0.02,0
,,,,0.222,0.044,-0.021,0
,,,,0.145,0.007,-0.011,0
,,,,0.414,0.037,-0.027,0
,,,,0.183,0.018,-0.015,0
,,,,0.322,0.074,-0.055,0
1.02,0.028,-0.028,0,1.204,0.049,-0.049,0
0.02,0.003,-0.003,0,0.548,0.026,-0.026,0
,,,,0.248,0.045,-0.026,0
,,,,0.334,0.096,-0.049,0
,,,,0.178,0.045,-0.021,0
,,,,0.335,0.146,-0.049,0
,,,,0.352,0.095,-0.053,0
,,,,0.259,0.091,-0.04,0
,,,,0.128,0.009,-0.008,0
,,,,0.189,0.012,-0.024,0
,,,,0.172,0.011,-0.009,0
,,,,0.229,0.059,-0.025,0
,,,,0.237,0.094,-0.039,0
,,,,0.159,0.038,-0.029,0
,,,,0.11,0.013,-0.008,0
,,,,0.159,0.015,-0.012,0
,,,,0.11,0.004,-0.004,0
,,,,0.223,0.036,-0.035,0
,,,,0.136,0.037,-0.017,0
,,,,0.164,0.024,-0.015,0
,,,,0.101,0.015,-0.01,0
,,,,0.157,0.007,-0.005,0
,,,,0.097,0.017,-0.012,0
,,,,0.793,0.255,-0.095,0
,,,,0.572,0.13,-0.054,0
,,,,0.251,0.033,-0.024,0
,,,,0.27,0.046,-0.033,0
,,,,0.248,0.027,-0.03,0
,,,,0.137,0.008,-0.006,0
,,,,0.226,0.016,-0.017,0
,,,,0.213,0.059,-0.022,0
,,,,0.133,0.027,-0.008,0
,,,,0.239,0.041,-0.023,0
0.252,0.013,-0.013,0,0.842,0.069,-0.069,0
0.171,0.013,-0.013,0,0.823,0.067,-0.067,0
,,,,0.146,0.017,-0.012,0
,,,,0.186,0.011,-0.03,0
,,,,0.122,0.006,-0.005,0
,,,,0.227,0.029,-0.016,0
,,,,0.179,0.031,-0.032,0
,,,,0.226,0.036,-0.04,0
,,,,0.158,0.053,-0.021,0
,,,,0.126,0.004,-0.004,0
,,,,0.188,0.009,-0.009,0
,,,,0.107,0.005,-0.004,0
,,,,0.109,0.009,-0.007,0
,,,,0.131,0.014,-0.01,0
0.81,0.18,-0.17,0,1.367,0.069,-0.06,0
,,,,0.073,0.004,-0.003,0
,,,,0.232,0.009,-0.009,0
,,,,0.25,0.075,-0.045,0
,,,,0.184,0.007,-0.005,0
,,,,0.123,0.015,-0.011,0
,,,,0.134,0.029,-0.017,0
,,,,0.157,0.012,-0.012,0
,,,,0.17,0.021,-0.015,0
,,,,0.155,0.036,-0.019,0
,,,,0.201,0.078,-0.026,0
0.202,0.044,-0.044,0,0.313,0.009,-0.009,0
0.019,0.006,-0.006,0,0.232,0.007,-0.007,0
,,,,0.184,0.005,-0.005,0
,,,,0.216,0.02,-0.014,0
,,,,0.339,0.052,-0.025,0
,,,,0.256,0.029,-0.065,0
,,,,0.127,0.016,-0.01,0
,,,,0.123,0.026,-0.017,0
,,,,0.274,0.099,-0.054,0
,,,,0.209,0.059,-0.019,0
,,,,0.206,0.051,-0.021,0
,,,,0.153,0.036,-0.013,0
,,,,0.142,0.028,-0.011,0
,,,,0.099,0.024,-0.013,0
0.01,0,0,0,0.14,0.01,-0.01,0
3,,,-1,,,,
,,,,0.19,0.082,-0.037,0
,,,,0.119,0.012,-0.008,0
,,,,0.122,0.012,-0.009,0
,,,,0.219,0.021,-0.014,0
,,,,0.186,0.013,-0.01,0
,,,,0.12,0.007,-0.006,0
,,,,0.129,0.018,-0.009,0
,,,,0.332,0.115,-0.043,0
,,,,0.238,0.081,-0.035,0
,,,,0.198,0.022,-0.014,0
,,,,0.156,0.028,-0.018,0
0.034,0.004,-0.004,0,0.313,0.013,-0.013,0
9.836,0.629,-0.629,0,,,,
,,,,0.298,0.063,-0.028,0
,,,,0.275,0.031,-0.054,0
,,,,0.19,0.021,-0.007,0
,,,,0.529,0.07,-0.047,0
,,,,0.235,0.024,-0.019,0
,,,,0.235,0.042,-0.022,0
,,,,0.172,0.029,-0.018,0
,,,,0.203,0.021,-0.021,0
,,,,0.165,0.029,-0.037,0
,,,,0.26,0.032,-0.021,0
0.041,0.009,-0.009,0,0.305,0.008,-0.008,0
,,,,0.801,0.139,-0.074,0
,,,,0.499,0.021,-0.023,0
,,,,0.682,0.147,-0.067,0
,,,,0.376,0.033,-0.029,0
,,,,0.106,0.01,-0.008,0
,,,,0.207,0.004,-0.01,0
,,,,0.279,0.024,-0.015,0
,,,,0.268,0.07,-0.034,0
,,,,0.491,0.026,-0.029,0
,,,,0.184,0.009,-0.007,0
,,,,0.391,0.108,-0.078,0
0.027,0.011,-0.011,0,0.238,0.02,-0.02,0
,,,,0.204,0.006,-0.022,0
,,,,0.227,0.01,-0.007,0
,,,,0.176,0.007,-0.007,0
,,,,0.237,0.027,-0.017,0
,,,,0.189,0.008,-0.006,0
,,,,0.302,0.049,-0.035,0
,,,,0.368,0.104,-0.052,0
,,,,0.21,0.007,-0.009,0
,,,,0.326,0.013,-0.012,0
,,,,0.178,0.007,-0.007,0
,,,,0.151,0.007,-0.006,0
,,,,0.185,0.004,-0.004,0
,,,,0.088,0.002,-0.004,0
0.011,0.006,-0.006,0,0.132,0.012,-0.012,0
1.08,,,-1,,,,
,,,,0.247,0.012,-0.038,0
,,,,0.19,0.02,-0.021,0
,,,,0.415,0.136,-0.098,0
,,,,0.175,0.007,-0.006,0
,,,,0.14,0.005,-0.026,0
,,,,0.132,0.005,-0.008,0
,,,,0.353,0.026,-0.018,0
,,,,0.234,0.015,-0.015,0
,,,,0.267,0.06,-0.051,0
,,,,0.243,0.037,-0.021,0
0.011,0.005,-0.005,0,0.178,0.02,-0.02,0
,,,,0.238,0.021,-0.04,0
,,,,0.206,0.027,-0.016,0
,,,,0.201,0.042,-0.024,0
,,,,0.211,0.006,-0.016,0
,,,,0.189,0.012,-0.01,0
,,,,0.266,0.012,-0.013,0
,,,,0.211,0.026,-0.017,0
,,,,0.291,0.014,-0.011,0
,,,,0.185,0.042,-0.014,0
,,,,0.197,0.012,-0.012,0
0.019,0.004,-0.004,0,0.132,0.007,-0.007,0
,,,,0.232,0.058,-0.037,0
,,,,0.136,0.031,-0.017,0
,,,,0.227,0.012,-0.011,0
,,,,0.145,0.004,-0.024,0
,,,,0.265,0.016,-0.011,0
,,,,0.143,0.006,-0.024,0
,,,,0.241,0.017,-0.015,0
,,,,0.177,0.056,-0.022,0
,,,,0.121,0.029,-0.023,0
,,,,0.207,0.054,-0.027,0
,,,,0.209,0.058,-0.044,0
0.00157,0.00094,-0.00063,0,0.071,0.004,-0.004,0
0.00755,0.00566,-0.00252,0,0.12,0.007,-0.006,0
0.0107,0.0085,-0.0044,0,0.14,0.012,-0.012,0
0.02196,0.0028,-0.0028,0,0.154,0.003,-0.003,0
0.00569,0.00123,-0.00123,0,0.114,0.002,-0.002,0
,,,0,0.116,0.002,-0.002,0
0.04185,0.00315,-0.00346,0,,,,0
,,,,,,,
,,,,,,,
0.81,0.18,-0.18,0,0.89,0.07,-0.07,0
3.7,0.9,-0.9,0,1.5,0.3,-0.3,0
0.01,0.015,-0.005,0,,,,
0.83,0.49,-0.31,0,,,,
0.07362,0.05349,-0.05349,0,,,,0
4.1,1.7,-1.9,0,,,,
0.033,0.005,-0.005,0,,,,
0.16,0.14,-0.08,0,,,,
2.56,4.15,-1.58,0,,,,
11,2,-2,0,,,,
0.54,0.1,-0.1,0,,,,0
0.02895,0.00692,-0.00692,0,,,,
0.27,0.48,-0.16,0,,,,
1.5,0.8,-0.3,0,,,,
0.09439,0.05034,-0.03776,0,,,,
0.05663,0.0881,-0.03146,0,,,,
0.05663,0.10698,-0.03776,0,,,,0
4.8,0.3,-0.3,0,,,,
11.6,13.4,-5.6,0,,,,
8.4,4.6,-3.9,0,,,,0
0.02108,0.03338,-0.01104,0,,,,
0.01007,0.00157,-0.00094,0,,,,
0.10603,0.40588,-0.07299,0,,,,0
2.8,2.2,-1.5,0,,,,
0.62,1.16,-0.33,0,,,,0
3.7,2.1,-2.1,0,,,,
23.7,3.2,-3.2,0,,,,0
6.69,8.12,-8.12,0,,,,0
2.18,0.17,-0.17,0,,,,
0.32,0.03,-0.03,0,,,,
0.4,0.38,-0.38,0,,,,
0.46,0.05,-0.05,0,,,,
0.812,0.066,-0.075,0,1.33,0.61,-0.33,0
0.74,0.13,-0.12,0,1.595,0.047,-0.045,0
2.38,0.26,-0.26,0,1.48,0.37,-0.37,0
0.06481,0.00944,-0.00944,0,0.284,0.023,-0.023,0
0.229,0.037,-0.037,0,1.136,0.023,-0.023,0
7.33,0.31,-0.31,0,,,,
2.3,0.5,-0.5,0,,,,
14.15,0.16,-0.16,0,,,,0
2.78,0.19,-0.19,0,,,,
2.6,0.8,-0.6,0,,,,
3.8,0.4,-0.4,0,,,,
0.04436,0.00283,-0.00283,0,,,,
0.017,0.017,-0.008,0,,,,
0.73,0.06,-0.06,0,,,,
0.27,0.02,-0.02,0,,,,
0.25171,0.0409,-0.0409,0,,,,
0.06,0.02,-0.03,0,,,,
0.18,,,0,,,,
4.6,3.7,-2.2,0,,,,
0.19,0.18,-0.11,0,,,,0
0.53,0.21,-0.21,0,,,,
0.88,0.27,-0.18,0,,,,
0.145,0.0082,-0.0082,0,,,,
0.86,0.06,-0.06,0,,,,
1.85,0.19,-0.19,0,,,,
2.73,0.43,-0.43,0,,,,
0.39,0.14,-0.23,0,,,,
0.47,0.54,-0.26,0,,,,
0.11012,0.05349,-0.02832,0,,,,
12.569,2.095,-2.095,0,,,,
0.29,0.16,-0.13,0,,,,0
0.0073,0.0008,-0.0008,0,,,,
0.64,0.35,-0.31,0,,,,0
2.7,2.5,-1.5,0,,,,0
0.51,0.16,-0.16,0,,,,
3.09,1.02,-1.12,0,,,,
0.17399,0.16141,-0.10414,0,,,,0
0.26335,0.27184,-0.16109,0,,,,0
0.56,0.34,-0.26,0,,,,
0.72,0.65,-0.07,0,,,,
3.4,3.7,-1.6,0,,,,0
0.06607,0.00629,-0.00629,0,,,,
4.1,6.5,-2.5,0,,,,0
4.18,3.19,-2.43,0,,,,0
13.38,0.88,-0.82,0,,,,0
0.0045,0.00142,-0.00101,0,,,,
0.01029,0.01211,-0.00634,0,,,,0
0.401,0.637,-0.257,0,,,,0
0.02832,0.02832,-0.01416,0,,,,0
1.59,0.35,-0.26,0,,,,0
0.014,0.002,-0.002,0,,,,0
0.75,1.26,-0.4,0,,,,0
1.39,0.18,-0.17,0,1.363,0.092,-0.09,0
0.62,0.14,-0.14,0,1.25,0.14,-0.12,0
,,,,1.019,0.026,-0.026,0
1.26,0.16,-0.16,0,1.093,0.028,-0.019,0
1.18,0.14,-0.13,0,1.2,0.15,-0.11,0
1.01,0.15,-0.15,0,1.13,0.24,-0.08,0
1.03,0.2,-0.2,0,1.36,0.18,-0.09,0
4.5,1.5,-1.5,0,1.61,0.04,-0.04,0
14,6,-5,0,,,,
8,6,-6,0,1.3,,,-1
10.48949,5.24474,-5.24474,0,,,,0
0.531,,,1,0.551,0.015,-0.015,0
,,,,0.903,0.05,-0.05,0
2.31,0.77,-0.77,0,0.941,0.036,-0.047,0
0.00006,0.00001,-0.00001,0,,,,0
0.01353,0.00063,-0.00063,0,,,,0
0.01227,0.00063,-0.00063,0,,,,0
2.5,1,-1,0,,,,
1.2,,,-1,,,,
0.7949,0.0002,-0.0002,0,,,,0
0.54,0.12,-0.12,0,,,,0
1.88,0.03,-0.03,0,,,,
7.79,0.33,-0.33,0,,,,
0.004,0.0006,-0.00053,0,,,,
1.294,0.052,-0.049,0,1.143,0.026,-0.025,0
0.736,0.09,-0.09,0,1.543,0.04,-0.04,0
2.494,0.054,-0.054,0,1.254,0.013,-0.013,0
4.31,0.47,-0.47,0,1.096,0.14,-0.14,0
6.1,0.54,-0.54,0,1.135,0.11,-0.11,0
4.32,0.18,-0.18,0,1.107,0.064,-0.064,0
1.88,0.25,-0.25,0,1.7,0.03,-0.03,0
0.371,0.062,-0.062,0,1.285,0.022,-0.022,0
1.19,0.16,-0.16,0,1.009,0.014,-0.014,0
16,4,-4,0,,,,
9,3,-3,0,,,,
4.2,0.4,-0.4,0,,,,
0.0044,0.00066,-0.00066,0,,,,0
6.28536,,,0,1.22,,,0
13,7,-7,0,,,,
9.7,5.6,-4.5,0,1.13,0.21,-0.21,0
3.8,,,0,0.81,0.1,-0.1,0
1.66,0.31,-0.31,0,,,,
0.02895,0.02077,-0.02077,0,,,,0
1.75,0.14,-0.17,0,1.38,0.04,-0.04,0
5.42,0.22,-0.2,0,0.965,0.032,-0.029,0
0.09439,0.06293,-0.04405,0,0.686,0.145,-0.074,0
0.62927,0.53488,-0.31463,0,1.007,0.052,-0.037,0
0.00267,0.00227,-0.00227,0,0.097,0.003,-0.003,0
0.00434,0.00192,-0.00192,0,0.094,0.003,-0.003,0
0.00129,0.00085,-0.00085,0,0.069,0.003,-0.003,0
0.00195,0.00182,-0.00182,0,0.082,0.003,-0.003,0
0.00214,0.00057,-0.00057,0,0.093,0.003,-0.003,0
0.00422,0.00277,-0.00277,0,0.101,0.004,-0.004,0
,,,,0.067,0.003,-0.003,0
2.5,0.4,-0.4,0,,,,
10,1,-1,0,,,,
3.42,0.35,-0.35,0,,,,0
5.4,0.4,-0.4,0,,,,
10.78,0.12,-0.12,0,,,,
0.84,0.11,-0.11,0,1.13,0.06,-0.06,0
1.49,0.22,-0.22,0,1.36,0.08,-0.08,0
1.91,0.075,-0.08,0,1.336,0.031,-0.037,0
0.78,0.19,-0.19,0,1.61,0.18,-0.18,0
1.79,0.068,-0.068,0,1.194,0.015,-0.015,0
1.28,0.37,-0.44,0,,,,0
14,2,-8,0,,,,
6.3,1.5,-1.5,-1,,,,
7.7,1.2,-1.2,-1,,,,
3.2,0.7,-0.7,0,,,,
0.7,0.12,-0.12,0,,,,
11.2,9.7,-1.8,0,,,,
0.854,0.057,-0.052,0,1.483,0.024,-0.034,0
3.15,0.13,-0.11,0,1.08,0.02,-0.02,0
1.26,0.45,-0.45,0,1.33,0.14,-0.14,0
0.51,0.08,-0.08,0,1.43,0.09,-0.09,0
1.49,0.088,-0.088,0,1.528,0.073,-0.047,0
1.272,0.047,-0.047,0,1.137,0.037,-0.037,0
1.8,0.1,-0.1,0,0.96,0.03,-0.03,0
1.62,0.94,-0.94,0,1.02,0.3,-0.3,0
0.12,0.01,-0.01,0,0.94,0.02,-0.02,0
0.79,0.17,-0.17,0,1.11,0.1,-0.1,0
0.475,0.054,-0.052,0,1.409,0.096,-0.14,0
1.769,0.064,-0.064,0,1.339,0.064,-0.064,0
0.3,0.05,-0.05,0,1.06,0.07,-0.07,0
0.514,0.02,-0.02,0,1.44,0.036,-0.036,0
1.23,0.08,-0.08,0,1.4,0.2,-0.2,0
1.31,0.33,-0.33,0,1.82,0.21,-0.21,0
4.85,0.21,-0.21,0,1.473,0.096,-0.096,0
1.183,0.064,-0.062,0,1.865,0.044,-0.044,0
0.899,0.036,-0.036,0,1.318,0.065,-0.065,0
0.6,0.07,-0.07,0,1.24,0.03,-0.03,0
0.28,0.04,-0.04,0,0.96,0.1,-0.05,0
0.18,0.02,-0.02,0,1.37,0.04,-0.04,0
1,0.1,-0.1,0,0.93,0.03,-0.03,0
0.36,0.09,-0.09,0,1.22,0.14,-0.14,0
1.23,0.04,-0.04,0,0.89,0.03,-0.03,0
0.27,0.02,-0.02,0,1.22,0.05,-0.05,0
0.41,0.03,-0.03,0,0.87,0.03,-0.03,0
1.16,0.09,-0.09,0,1.21,0.05,-0.05,0
1.9,0.08,-0.08,0,1.3,0.09,-0.09,0
1.51,0.08,-0.08,0,1.38,0.16,-0.16,0
1.22,0.08,-0.08,0,1.09,0.05,-0.05,0
0.117,0.017,-0.017,0,0.8,0.05,-0.05,0
8.84,1.4,-1.4,0,1.38,0.08,-0.08,0
2.44,0.07,-0.07,0,1.44,0.42,-0.18,0
2.69,0.15,-0.15,0,1.21,0.08,-0.08,0
0.84,0.09,-0.09,0,1.53,0.08,-0.08,0
0.44,0.06,-0.06,0,0.85,0.05,-0.05,0
0.89,0.04,-0.04,0,0.9,0.4,-0.4,0
0.275,0.028,-0.027,0,1.115,0.14,-0.093,0
0.54,0.29,-0.29,0,1.41,0.36,-0.36,0
0.31,0.04,-0.03,0,1.13,0.03,-0.03,0
0.39,0.02,-0.02,0,1.55,0.1,-0.08,0
0.128,0.01,-0.009,0,0.51,0.02,-0.02,0
,,,0,0.998,0.025,-0.025,0
2.79,0.23,-0.23,0,1.07,0.15,-0.15,0
0.55,0.08,-0.08,0,1.38,0.09,-0.09,0
1.24,0.25,-0.25,0,1.22,0.1,-0.1,0
0.278,0.044,-0.045,0,1.09,0.047,-0.041,0
2.49,0.21,-0.21,0,1.143,0.065,-0.058,0
5.2,0.2,-0.2,0,1,0.05,-0.05,0
1.87,0.21,-0.21,0,1.202,0.097,-0.097,0
2.13,0.12,-0.13,0,1.128,0.041,-0.043,0
0.658,0.097,-0.092,0,1.26,0.19,-0.17,0
8,,,1,1.58,0.05,-0.05,0
0.42,0.04,-0.04,0,1.5,0.5,-0.3,0
0.78,0.23,-0.23,0,1.87,0.24,-0.24,0
1.6,0.2,-0.2,0,1.096,0.085,-0.085,0
0.47,0.1,-0.1,0,1.57,0.1,-0.1,0
3.69,0.18,-0.18,0,1.2,0.06,-0.06,0
1.3,,,1,1.3,0.5,-0.5,0
0.508,0.038,-0.038,0,1.58,0.66,-0.36,0
11.44,1.51,-1.51,0,1.2,0.05,-0.05,0
0.299,0.034,-0.034,0,1.184,0.071,-0.059,0
0.502,0.047,-0.047,0,1.47,0.94,-0.33,0
1.069,0.038,-0.037,0,1.392,0.04,-0.04,0
1,0.1,-0.1,0,1.15,0.09,-0.09,0
0.915,0.09,-0.093,0,1.071,0.08,-0.083,0
0.311,0.017,-0.017,0,1.462,0.059,-0.059,0
0.3,0.011,-0.011,0,1.07,0.06,-0.06,0
0.67,0.19,-0.19,0,1.23,0.14,-0.14,0
0.884,0.088,-0.099,0,0.962,0.047,-0.056,0
1.24,0.29,-0.29,0,1.38,0.16,-0.16,0
0.44,0.1,-0.1,0,1.07,0.1,-0.1,0
0.85,0.23,-0.23,0,1.21,0.15,-0.15,0
0.907,0.043,-0.043,0,1.213,0.042,-0.042,0
0.23,0.05,-0.05,0,0.77,0.07,-0.07,0
2.43,0.53,-0.53,0,1.42,0.17,-0.17,0
0.478,0.029,-0.029,0,1.549,0.05,-0.05,0
2.63,0.82,-0.82,0,0.96,0.15,-0.15,0
1.17,1.16,-1.16,0,1.6,0.06,-0.06,0
0.56,0.17,-0.17,0,1,0.08,-0.08,0
0.71,0.1,-0.1,0,1.3,0.07,-0.07,0
2.361,0.07,-0.07,0,1.327,0.021,-0.021,0
1.8,0.17,-0.17,0,1.16,0.07,-0.06,0
3.44,0.36,-0.36,0,1.23,0.06,-0.06,0
0.28,0.03,-0.03,0,1.27,0.04,-0.04,0
1.18,0.48,-0.48,0,1.33,0.27,-0.27,0
0.85,0.11,-0.11,0,1.1,0.05,-0.05,0
3.18,0.2,-0.2,0,,,,
0.527,0.028,-0.028,0,1.122,0.039,-0.039,0
1.78,0.1,-0.1,0,0.93,0.07,-0.09,0
0.889,0.062,-0.062,0,1.14,0.11,-0.11,0
1.04,0.29,-0.29,0,1.14,0.13,-0.13,0
1.91,0.13,-0.13,0,1.174,0.037,-0.037,0
1.14243,0.02297,-0.02297,0,1.127,0.013,-0.013,0
1.25287,0.02926,-0.02926,0,,,,0
0.04122,0.00472,-0.00472,0,0.319,0.004,-0.004,0
0.02149,0.00208,-0.00208,0,0.161,0.002,-0.002,0
0.8,0.23,-0.23,0,1.5,0.2,-0.2,0
0.37,0.08,-0.08,0,1.11,0.11,-0.11,0
1.58,0.13,-0.1,0,1.087,0.068,-0.071,0
1.65,0.29,-0.29,0,1.22,0.09,-0.09,0
0.46,0.02,-0.02,0,1.27,0.03,-0.03,0
2.132,0.092,-0.094,0,1.074,0.037,-0.037,0
16.35,0.85,-0.82,-1,,,,
0.59,0.14,-0.14,0,1.58,0.17,-0.17,0
0.61,0.13,-0.13,0,1.33,0.13,-0.13,0
0.45,0.09,-0.09,0,0.94,0.09,-0.09,0
0.644,0.062,-0.062,0,1.05,0.053,-0.053,0
0.97,0.28,-0.28,0,1.43,0.14,-0.14,0
0.863,0.045,-0.045,0,0.775,0.068,-0.068,0
0.37,0.08,-0.08,0,1.03,0.1,-0.1,0
0.55,0.19,-0.19,0,0.88,0.12,-0.12,0
2.68,0.84,-0.84,0,1.41,0.22,-0.22,0
0.52,0.08,-0.08,0,1.32,0.08,-0.08,0
0.37,0.09,-0.09,0,1.41,0.14,-0.14,0
1.271,0.068,-0.068,0,1.271,0.039,-0.039,0
1.55,0.16,-0.16,0,1.112,0.059,-0.059,0
2.35,0.98,-0.98,0,1.4,0.28,-0.28,0
0.43,0.09,-0.09,0,1.15,0.11,-0.11,0
1.08,0.25,-0.25,0,1.32,0.14,-0.14,0
0.29,0.03,-0.03,0,1.11,0.04,-0.04,0
0.96,0.13,-0.13,0,1.33,0.093,-0.093,0
0.59,0.022,-0.022,0,1.164,0.073,-0.102,0
1.39,0.33,-0.33,0,1.18,0.12,-0.12,0
2.3,0.7,-0.7,0,1.29,0.18,-0.18,0
2.86,0.92,-0.92,0,1.42,0.22,-0.22,0
0.72,0.12,-0.12,0,1.36,0.1,-0.1,0
1.07,0.05,-0.05,0,1.27,0.048,-0.048,0
0.92,0.03,-0.03,0,1.83,0.06,-0.04,0
2.29,0.33,-0.33,0,1.38,0.09,-0.09,0
1.11,0.54,-0.54,0,1.93,0.45,-0.45,0
0.85,0.18,-0.18,0,1.67,0.15,-0.15,0
2.54,0.33,-0.33,0,1.13,0.05,-0.05,0
9.45,2.26,-1.04,0,,,,
0.538,0.035,-0.036,0,0.999,0.03,-0.031,0
0.729,0.036,-0.035,0,1.429,0.051,-0.046,0
1.17,0.2,-0.2,0,1.62,0.13,-0.13,0
0.3,0.03,-0.03,0,1.04,0.08,-0.05,0
0.694,0.028,-0.028,0,0.942,0.022,-0.022,0
1.265,0.065,-0.065,0,1.24,0.03,-0.03,0
0.42,0.14,-0.14,0,1.46,0.21,-0.21,0
5.9,0.4,-0.4,0,1.04,0.04,-0.04,0
0.63,0.07,-0.07,0,1.63,0.09,-0.09,0
1.34,0.08,-0.08,0,1.03,0.04,-0.04,0
0.805,0.068,-0.068,0,1.461,0.077,-0.077,0
1.47,0.29,-0.29,0,1.597,0.077,-0.077,0
0.5,0.13,-0.13,0,1.58,0.13,-0.13,0
0.618,0.028,-0.029,0,,,,
1.44,0.28,-0.28,0,1.23,0.09,-0.09,0
0.48,0.03,-0.03,0,1.2,0.06,-0.06,0
1.36,0.19,-0.19,0,1.14,0.06,-0.06,0
0.922,0.08,-0.08,0,1.144,0.034,-0.034,0
2.43,0.37,-0.37,0,1.02,0.06,-0.06,0
7.5,1.5,-1.5,0,,,,
22,2,-2,0,0.934,0.029,-0.029,0
4.01,0.35,-0.35,0,1.49,0.16,-0.18,0
1.12,0.16,-0.16,0,1.363,0.061,-0.061,0
0.00601,0.00082,-0.00079,0,,,,
0.01073,0.00135,-0.00129,0,,,,
0.02423,0.00352,-0.00334,0,,,,
,,,0,0.181,0.007,-0.007,0
0.83,0.13,-0.13,0,1.14,0.07,-0.07,0
0.566,0.025,-0.025,0,0.993,0.012,-0.012,0
0.26,0.04,-0.04,0,,,,0
1.37,0.053,-0.053,0,,,,
7.29,1.19,-1.19,0,1.41,0.12,-0.12,0
1.42,0.19,-0.19,0,1.25,0.08,-0.08,0
1.19,0.03,-0.03,0,1.14,0.03,-0.03,0
4.4,,,1,2.07,0.22,-0.22,0
0.00236,0.00041,-0.00041,0,,,,0
0.00308,0.00044,-0.00044,0,,,,0
0.00359,0.00053,-0.00053,0,,,,0
1.8,0.2,-0.2,0,,,,0
6.47,0.53,-0.53,0,,,,
7.8,0.8,-0.8,0,,,,
,,,,,,,
6.1,1,-1,0,,,,
6.7,0.3,-0.3,0,,,,
1.55,0.24,-0.24,0,,,,
7.6,0.2,-0.2,0,,,,0
8.78,1,-1,0,,,,0
1.85,0.16,-0.16,0,,,,
1.02,0.14,-0.14,0,,,,0
4.58,0.45,-0.43,0,,,,0
8.82,0.72,-0.72,0,,,,
13.616,23.042,-1.047,0,,,,
1.811,0.057,-0.057,0,,,,
2.4,0.4,-0.4,0,,,,
24,,,0,,,,
27,,,0,,,,
1.7,,,0,,,,
1.5,,,0,,,,
4.1,,,0,,,,
0.01517,0.00264,-0.00271,0,0.182,0.004,-0.004,0
1.53,0.1,-0.1,0,,,,
1.0449,0.0236,-0.02391,0,,,,
0.07866,0.00629,-0.00629,0,,,,
4.32,0.04,-0.04,0,,,,
