pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim
15.49,24.99,-8.58,0,,,,0
2,2,-1.1,0,,,,0
0.71,0.8,-0.42,0,,,,0
5.32,6.11,-6.11,0,1.54,0.45,-0.45,0
1.45,0.35,-0.35,0,0.94,0.12,-0.12,0
9.28,0.16,-0.16,0,1.512,0.035,-0.035,0
0.027,0.008,-0.008,0,0.337,0.035,-0.032,0
0.626,0.029,-0.033,0,,,,
0.01447,0.00094,-0.00094,0,0.17,0.027,-0.027,0
0.02832,0.00094,-0.00094,0,0.17,0.018,-0.018,0
,,,,1.11,0.02,-0.02,0
,,,,0.117,0.015,-0.015,0
,,,,0.106,0.012,-0.012,0
,,,,0.256,0.027,-0.027,0
,,,,0.237,0.026,-0.026,0
,,,,0.257,0.046,-0.046,0
,,,,0.723,0.071,-0.071,0
,,,,1.008,0.089,-0.089,0
,,,0,0.118,0.019,-0.019,0
1.93,0.19,-0.21,0,0.99,0.06,-0.07,0
0.0014,,,0,0.068,,,0
0.0021,,,0,0.077,,,0
0.033,0.014,-0.014,0,0.153,0.014,-0.014,0
0.049,0.018,-0.049,0,0.385,0.037,-0.037,0
0.334,0.035,-0.035,0,1.005,0.095,-0.095,0
0.11,0.057,-0.088,0,0.585,0.055,-0.055,0
1.09,0.086,-0.087,0,1.03,0.13,-0.12,0
0.022,0.004,-0.003,0,,,,
0.0145,0.004,-0.0046,0,0.132,0.004,-0.003,0
0.054,0.006,-0.006,0,0.21,0.008,-0.004,0
0.023,0.01,-0.01,0,0.118,0.004,-0.004,0
0.02218,,,1,0.196,0.004,-0.004,0
0.00944,,,1,0.144,0.004,-0.004,0
,,,,0.425,0.03,-0.028,0
,,,,0.281,0.03,-0.043,0
,,,,0.153,0.005,-0.004,0
,,,,0.159,0.043,-0.02,0
,,,,0.56,0.07,-0.039,0
,,,,0.134,0.019,-0.013,0
,,,,0.137,0.024,-0.012,0
,,,,0.128,0.006,-0.006,0
,,,,0.114,0.006,-0.004,0
,,,,0.194,0.024,-0.021,0
0.16,0.02,-0.01,0,0.51,0.08,-0.07,0
0.01,,,1,0.112,0.017,-0.015,0
,,,,0.207,0.039,-0.016,0
,,,,0.256,0.026,-0.039,0
,,,,0.115,0.007,-0.005,0
,,,,0.192,0.032,-0.018,0
,,,,0.213,0.019,-0.022,0
,,,,0.317,0.118,-0.059,0
,,,,0.194,0.033,-0.025,0
,,,,0.328,0.058,-0.033,0
,,,,0.178,0.026,-0.011,0
,,,,0.23,0.027,-0.017,0
,,,,0.13,0.004,-0.014,0
0.01353,,,1,0.042,0.002,-0.002,0
0.00944,,,1,0.052,0.002,-0.002,0
0.012,0.006,-0.006,0,0.105,0.004,-0.004,0
0.028,0.006,-0.006,0,0.198,0.006,-0.006,0
0.01636,,,1,0.079,0.003,-0.003,0
,,,,0.203,0.007,-0.008,0
,,,,0.208,0.022,-0.016,0
,,,,0.211,0.007,-0.025,0
,,,,0.235,0.027,-0.016,0
,,,,0.349,0.024,-0.023,0
,,,,0.177,0.037,-0.02,0
,,,,0.197,0.029,-0.013,0
,,,,0.079,0.004,-0.002,0
,,,,0.119,0.013,-0.01,0
,,,,0.112,0.007,-0.006,0
0.031,0.027,-0.027,0,0.301,0.008,-0.008,0
0.114,0.079,-0.079,0,0.459,0.012,-0.012,0
,,,,0.221,0.011,-0.016,0
,,,,0.078,0.019,-0.01,0
,,,,0.167,0.009,-0.007,0
,,,,0.224,0.037,-0.016,0
,,,,0.202,0.015,-0.012,0
,,,,0.104,0.025,-0.01,0
,,,,0.269,0.012,-0.047,0
,,,,0.114,0.008,-0.006,0
,,,,0.315,0.046,-0.035,0
,,,,0.13,0.008,-0.02,0
,,,,0.277,0.047,-0.047,0
,,,,0.279,0.049,-0.049,0
,,,,0.319,0.054,-0.054,0
,,,,0.186,0.016,-0.009,0
,,,,0.262,0.055,-0.047,0
,,,,0.195,0.01,-0.014,0
,,,,0.227,0.035,-0.021,0
,,,,0.238,0.055,-0.026,0
,,,,0.24,0.019,-0.014,0
,,,,0.153,0.011,-0.01,0
,,,,0.186,0.023,-0.015,0
,,,,0.088,0.012,-0.008,0
,,,,0.144,0.008,-0.007,0
,,,,0.085,0.009,-0.014,0
,,,,0.429,0.136,-0.136,0
0.01447,0.00289,-0.00267,0,0.117,0.006,-0.006,0
,,,,0.143,0.043,-0.016,0
,,,,0.132,0.031,-0.014,0
,,,,0.303,0.11,-0.06,0
,,,,0.261,0.048,-0.028,0
,,,,0.087,0.004,-0.004,0
,,,,0.235,0.103,-0.047,0
,,,,0.11,0.006,-0.005,0
,,,,0.269,0.119,-0.054,0
,,,,0.3,0.098,-0.046,0
,,,,0.243,0.01,-0.029,0
,,,,0.154,0.011,-0.013,0
0.01668,,,1,0.073,0.01,-0.01,0
0.033,0.01,-0.01,0,0.223,0.029,-0.029,0
0.02549,,,1,0.085,0.012,-0.012,0
0.035,0.018,-0.018,0,0.228,0.029,-0.029,0
,,,,0.212,0.04,-0.026,0
,,,,0.177,0.01,-0.033,0
,,,,0.157,0.008,-0.009,0
,,,,0.133,0.036,-0.017,0
,,,,0.138,0.006,-0.004,0
,,,,0.333,0.057,-0.032,0
,,,,0.143,0.021,-0.015,0
,,,,0.211,0.045,-0.029,0
,,,,0.071,0.011,-0.005,0
,,,,0.324,0.079,-0.033,0
,,,,0.143,0.028,-0.012,0
,,,,0.139,0.005,-0.005,0
,,,,0.161,0.016,-0.016,0
,,,,0.095,0.005,-0.005,0
,,,,0.308,0.022,-0.022,0
,,,,0.154,0.072,-0.022,0
,,,,0.212,0.006,-0.012,0
,,,,0.141,0.064,-0.021,0
,,,,0.205,0.044,-0.022,0
,,,,0.146,0.03,-0.016,0
,,,,0.112,0.021,-0.008,0
,,,,0.127,0.014,-0.029,0
,,,,0.071,0.004,-0.003,0
,,,,0.247,0.062,-0.029,0
,,,,0.17,0.027,-0.029,0
,,,,0.145,0.029,-0.025,0
,,,,0.772,0.043,-0.043,0
,,,,0.73,0.045,-0.045,0
,,,,0.293,0.101,-0.045,0
,,,,0.09,0.009,-0.006,0
,,,,0.1,0.016,-0.012,0
,,,,0.3,0.014,-0.056,0
,,,,0.099,0.021,-0.013,0
,,,,0.644,0.158,-0.066,0
,,,,0.218,0.031,-0.025,0
,,,,0.262,0.01,-0.012,0
,,,,0.054,0.015,-0.004,0
,,,,0.127,0.01,-0.009,0
,,,,0.163,0.009,-0.03,0
0.02297,,,1,0.211,0.006,-0.006,0
0.06859,,,1,0.225,0.006,-0.006,0
,,,,0.201,0.019,-0.015,0
,,,,0.13,0.032,-0.017,0
,,,,0.185,0.033,-0.021,0
,,,,0.174,0.055,-0.022,0
,,,,0.175,0.064,-0.024,0
,,,,0.284,0.107,-0.041,0
,,,,0.108,0.018,-0.011,0
,,,,0.111,0.033,-0.007,0
,,,,0.291,0.023,-0.023,0
,,,,0.116,0.021,-0.012,0
,,,,0.252,0.038,-0.045,0
0.006,0.004,-0.003,0,0.161,0.003,-0.004,0
0.009,0.009,-0.005,0,0.256,0.004,-0.005,0
0.023,0.003,-0.005,0,0.278,0.005,-0.006,0
0.025,0.005,-0.007,0,0.374,0.006,-0.008,0
0.006,0.003,-0.003,0,0.222,0.004,-0.006,0
0.079,,,1,0.297,0.005,-0.007,0
,,,,0.163,0.032,-0.032,0
,,,,0.197,0.039,-0.039,0
,,,,0.156,0.073,-0.026,0
,,,,0.22,0.033,-0.019,0
,,,,0.237,0.047,-0.021,0
,,,,0.203,0.054,-0.024,0
,,,,0.11,0.012,-0.009,0
,,,,0.179,0.005,-0.022,0
,,,,0.147,0.044,-0.021,0
,,,,0.12,0.009,-0.007,0
,,,,0.13,0.012,-0.01,0
,,,,0.195,0.039,-0.021,0
,,,,0.141,0.018,-0.018,0
,,,,0.651,0.081,-0.081,0
,,,,0.237,0.034,-0.023,0
,,,,0.178,0.048,-0.023,0
,,,,0.269,0.114,-0.046,0
,,,,0.251,0.101,-0.032,0
,,,,0.12,0.007,-0.006,0
,,,,0.152,0.026,-0.018,0
,,,,0.227,0.048,-0.02,0
,,,,0.099,0.015,-0.007,0
,,,,0.244,0.054,-0.038,0
,,,,0.171,0.056,-0.027,0
,,,,0.211,0.051,-0.051,0
,,,,0.214,0.052,-0.052,0
,,,,0.123,0.008,-0.006,0
,,,,0.17,0.043,-0.041,0
,,,,0.182,0.024,-0.012,0
,,,,0.149,0.022,-0.01,0
,,,,0.114,0.011,-0.006,0
,,,,0.164,0.027,-0.016,0
,,,,0.154,0.019,-0.012,0
,,,,0.175,0.028,-0.037,0
,,,,0.326,0.047,-0.03,0
,,,,0.264,0.045,-0.029,0
,,,,0.244,0.041,-0.024,0
0.037,0.013,-0.013,0,0.162,0.004,-0.004,0
0.02737,,,1,0.194,0.005,-0.005,0
,,,,0.071,0.014,-0.003,0
,,,,0.142,0.032,-0.013,0
,,,,0.21,0.017,-0.015,0
,,,,0.176,0.021,-0.013,0
,,,,0.236,0.019,-0.023,0
,,,,0.165,0.029,-0.014,0
,,,,0.146,0.009,-0.008,0
,,,,0.196,0.074,-0.036,0
,,,,0.152,0.021,-0.012,0
,,,,0.106,0.015,-0.007,0
,,,,0.112,0.012,-0.012,0
0.009,0.002,-0.002,0,0.143,0.016,-0.016,0
0.012,0.005,-0.005,0,0.226,0.025,-0.025,0
,,,,0.247,0.04,-0.033,0
,,,,0.073,0.011,-0.007,0
,,,,0.131,0.038,-0.016,0
,,,,0.149,0.012,-0.01,0
,,,,0.321,0.045,-0.031,0
,,,,0.178,0.027,-0.014,0
,,,,0.125,0.01,-0.01,0
,,,,0.11,0.009,-0.007,0
,,,,0.233,0.071,-0.045,0
,,,,0.151,0.009,-0.008,0
,,,,0.128,0.023,-0.015,0
,,,,0.097,0.019,-0.019,0
,,,,0.232,0.045,-0.045,0
,,,,0.091,0.005,-0.005,0
,,,,0.198,0.021,-0.015,0
,,,,0.078,0.004,-0.005,0
,,,,0.154,0.019,-0.01,0
,,,,0.209,0.095,-0.044,0
,,,,0.211,0.085,-0.044,0
,,,,0.181,0.04,-0.018,0
,,,,0.118,0.012,-0.008,0
,,,,0.097,0.004,-0.018,0
,,,,0.209,0.041,-0.041,0
,,,,0.211,0.092,-0.033,0
,,,,0.305,0.058,-0.058,0
,,,,0.205,0.039,-0.039,0
,,,,0.191,0.025,-0.012,0
,,,,0.19,0.045,-0.012,0
,,,,0.197,0.045,-0.019,0
,,,,0.092,0.015,-0.01,0
,,,,0.1,0.004,-0.006,0
,,,,0.138,0.045,-0.017,0
,,,,0.151,0.055,-0.012,0
,,,,0.153,0.011,-0.011,0
,,,,0.223,0.016,-0.012,0
,,,,0.084,0.005,-0.005,0
0.094,0.033,-0.033,0,0.719,0.024,-0.024,0
1.84,0.18,-0.18,0,1.101,0.035,-0.035,0
,,,,0.215,0.017,-0.015,0
,,,,0.228,0.061,-0.045,0
,,,,0.285,0.036,-0.025,0
,,,,0.079,0.021,-0.006,0
,,,,0.142,0.028,-0.014,0
,,,,0.267,0.024,-0.021,0
,,,,0.219,0.056,-0.029,0
,,,,0.17,0.014,-0.011,0
,,,,0.095,0.005,-0.007,0
,,,,0.118,0.008,-0.007,0
,,,,0.175,0.084,-0.084,0
,,,,0.685,0.306,-0.306,0
,,,,0.178,0.049,-0.024,0
,,,,0.14,0.058,-0.023,0
,,,,0.215,0.054,-0.045,0
,,,,0.252,0.046,-0.027,0
,,,,0.239,0.054,-0.027,0
,,,,0.119,0.007,-0.004,0
,,,,0.199,0.032,-0.02,0
,,,,0.233,0.045,-0.025,0
,,,,0.186,0.044,-0.02,0
,,,,0.158,0.046,-0.043,0
,,,,0.321,0.122,-0.122,0
,,,,0.082,0.031,-0.031,0
,,,,0.119,0.004,-0.01,0
,,,,0.135,0.012,-0.01,0
,,,,0.211,0.021,-0.02,0
,,,,0.118,0.019,-0.015,0
,,,,0.135,0.011,-0.008,0
,,,,0.186,0.017,-0.015,0
,,,,0.199,0.033,-0.019,0
,,,,0.112,0.003,-0.008,0
,,,,0.131,0.016,-0.009,0
,,,,0.103,0.019,-0.014,0
0.432,0.053,-0.051,0,1.754,0.031,-0.036,0
,,,,0.192,0.015,-0.015,0
,,,,0.136,0.008,-0.008,0
,,,,0.095,0.005,-0.007,0
,,,,0.204,0.081,-0.038,0
,,,,0.262,0.081,-0.028,0
,,,,0.095,0.005,-0.004,0
,,,,0.272,0.078,-0.027,0
,,,,0.126,0.009,-0.008,0
,,,,0.146,0.008,-0.007,0
,,,,0.145,0.045,-0.016,0
,,,,0.207,0.017,-0.012,0
,,,,0.135,0.029,-0.016,0
,,,,0.209,0.113,-0.113,0
,,,,0.203,0.112,-0.112,0
,,,,0.152,0.027,-0.012,0
,,,,0.227,0.037,-0.037,0
,,,,0.191,0.052,-0.024,0
,,,,0.106,0.012,-0.009,0
,,,,0.211,0.017,-0.01,0
,,,,0.109,0.016,-0.011,0
,,,,0.124,0.02,-0.01,0
,,,,0.178,0.043,-0.017,0
,,,,0.128,0.013,-0.012,0
,,,,0.189,0.05,-0.04,0
,,,,0.209,0.041,-0.041,0
,,,,0.524,0.103,-0.103,0
,,,,0.196,0.039,-0.039,0
,,,,0.232,0.048,-0.048,0
0.113,0.061,-0.051,0,0.156,0.054,-0.014,0
,,,,0.136,0.029,-0.017,0
,,,,0.168,0.027,-0.014,0
,,,,0.07,0.005,-0.005,0
,,,,0.109,0.005,-0.007,0
,,,,0.119,0.011,-0.007,0
,,,,0.162,0.054,-0.021,0
,,,,0.129,0.023,-0.013,0
,,,,0.204,0.046,-0.021,0
,,,,0.137,0.01,-0.012,0
,,,,0.125,0.01,-0.012,0
,,,,0.262,0.051,-0.051,0
,,,,0.132,0.027,-0.027,0
,,,,0.242,0.044,-0.026,0
,,,,0.127,0.027,-0.011,0
,,,,0.172,0.021,-0.014,0
,,,,0.232,0.096,-0.035,0
,,,,0.251,0.014,-0.072,0
,,,,0.07,0.011,-0.005,0
,,,,0.191,0.016,-0.02,0
,,,,0.255,0.035,-0.019,0
,,,,0.172,0.076,-0.037,0
,,,,0.259,0.033,-0.028,0
,,,,0.065,0.004,-0.004,0
,,,,0.156,0.008,-0.008,0
,,,,0.099,0.006,-0.006,0
,,,,0.103,0.018,-0.009,0
,,,,0.235,0.019,-0.021,0
,,,,0.202,0.012,-0.012,0
,,,,0.156,0.025,-0.015,0
,,,,0.12,0.056,-0.022,0
,,,,0.128,0.011,-0.009,0
,,,,0.128,0.012,-0.007,0
,,,,0.121,0.018,-0.02,0
,,,,0.208,0.019,-0.014,0
,,,,0.105,0.018,-0.01,0
,,,,0.212,0.087,-0.034,0
,,,,0.211,0.009,-0.009,0
,,,,0.066,0.004,-0.004,0
,,,,0.171,0.04,-0.015,0
,,,,0.164,0.023,-0.012,0
,,,,0.149,0.037,-0.021,0
,,,,0.119,0.016,-0.016,0
,,,,0.138,0.008,-0.011,0
,,,,0.116,0.006,-0.011,0
,,,,0.117,0.008,-0.01,0
,,,,0.207,0.057,-0.026,0
,,,,0.133,0.039,-0.02,0
,,,,0.136,0.016,-0.011,0
,,,,0.077,0.012,-0.007,0
,,,,0.128,0.006,-0.009,0
,,,,0.136,0.009,-0.009,0
,,,,0.141,0.012,-0.012,0
,,,,0.223,0.004,-0.004,0
,,,,0.158,0.045,-0.025,0
,,,,0.202,0.012,-0.012,0
,,,,0.162,0.029,-0.015,0
,,,,0.102,0.025,-0.011,0
,,,,0.105,0.02,-0.011,0
,,,,0.12,0.006,-0.012,0
,,,,0.23,0.012,-0.041,0
,,,,0.269,0.085,-0.04,0
,,,,0.181,0.06,-0.021,0
,,,,0.145,0.041,-0.016,0
,,,,0.125,0.004,-0.004,0
,,,,0.237,0.012,-0.012,0
,,,,0.236,0.012,-0.012,0
,,,,0.296,0.027,-0.058,0
,,,,0.132,0.021,-0.014,0
,,,,0.211,0.062,-0.029,0
,,,,0.222,0.029,-0.017,0
,,,,0.127,0.009,-0.009,0
,,,,0.132,0.058,-0.024,0
,,,,0.106,0.018,-0.01,0
,,,,0.143,0.026,-0.01,0
,,,,0.09,0.028,-0.011,0
,,,,0.156,0.079,-0.024,0
0.097,0.019,-0.019,0,0.101,0.003,-0.003,0
0.105,0.01,-0.01,0,0.101,0.003,-0.003,0
,,,,0.167,0.074,-0.026,0
,,,,0.146,0.012,-0.012,0
,,,,0.138,0.019,-0.01,0
,,,,0.17,0.07,-0.028,0
,,,,0.108,0.009,-0.006,0
,,,,0.087,0.009,-0.007,0
,,,,0.192,0.04,-0.016,0
,,,,0.137,0.02,-0.012,0
,,,,0.1,0.042,-0.014,0
,,,,0.136,0.044,-0.021,0
,,,,0.211,0.019,-0.019,0
,,,,0.227,0.009,-0.009,0
,,,,0.127,0.019,-0.012,0
,,,,0.148,0.009,-0.016,0
,,,,0.162,0.026,-0.012,0
,,,,0.087,0.037,-0.013,0
,,,,0.285,0.048,-0.028,0
,,,,0.138,0.018,-0.011,0
,,,,0.081,0.008,-0.005,0
,,,,0.087,0.014,-0.008,0
,,,,0.117,0.021,-0.021,0
,,,,0.266,0.059,-0.037,0
,,,,0.091,0.004,-0.004,0
,,,,0.259,0.022,-0.022,0
,,,,0.146,0.014,-0.014,0
,,,,0.122,0.027,-0.028,0
,,,,0.125,0.012,-0.007,0
,,,,0.128,0.013,-0.008,0
,,,,0.127,0.031,-0.012,0
,,,,0.204,0.017,-0.047,0
,,,,0.168,0.031,-0.017,0
,,,,0.17,0.04,-0.016,0
,,,,0.22,0.059,-0.024,0
,,,,0.046,0.005,-0.004,0
,,,,0.211,0.018,-0.018,0
0.051,0.011,-0.011,0,0.215,0.018,-0.018,0
0.026,0.019,-0.019,0,0.075,0.006,-0.006,0
,,,,0.128,0.014,-0.011,0
,,,,0.111,0.022,-0.023,0
,,,,0.109,0.025,-0.021,0
,,,,0.187,0.007,-0.006,0
,,,,0.157,0.005,-0.007,0
,,,,0.456,0.017,-0.017,0
,,,,0.123,0.007,-0.005,0
,,,,0.316,0.049,-0.034,0
,,,,0.139,0.008,-0.007,0
,,,,0.277,0.015,-0.013,0
,,,,0.12,0.064,-0.007,0
,,,,0.108,0.021,-0.021,0
,,,,0.114,0.022,-0.022,0
,,,,0.138,0.027,-0.027,0
,,,,0.105,0.014,-0.011,0
,,,,0.152,0.006,-0.01,0
,,,,0.439,0.054,-0.054,0
,,,,0.214,0.027,-0.016,0
,,,,0.144,0.018,-0.012,0
,,,,0.136,0.029,-0.021,0
,,,,0.135,0.007,-0.008,0
,,,,0.255,0.036,-0.042,0
,,,,0.373,0.135,-0.068,0
,,,,0.161,0.052,-0.018,0
,,,,0.087,0.018,-0.008,0
,,,,0.194,0.005,-0.014,0
,,,,0.157,0.027,-0.027,0
,,,,0.253,0.043,-0.043,0
,,,,0.147,0.036,-0.012,0
,,,,0.094,0.008,-0.007,0
,,,,0.122,0.008,-0.004,0
,,,,0.251,0.036,-0.022,0
,,,,0.204,0.028,-0.016,0
,,,,0.129,0.009,-0.008,0
,,,,0.177,0.027,-0.036,0
,,,,0.153,0.024,-0.031,0
,,,,0.215,0.009,-0.039,0
,,,,0.082,0.017,-0.009,0
,,,,0.063,0.005,-0.004,0
,,,,0.178,0.035,-0.035,0
,,,,0.112,0.022,-0.022,0
,,,,0.138,0.062,-0.024,0
,,,,0.267,0.037,-0.033,0
,,,,0.148,0.02,-0.012,0
,,,,0.172,0.022,-0.017,0
,,,,0.164,0.045,-0.018,0
,,,,0.211,0.095,-0.041,0
,,,,0.141,0.05,-0.019,0
,,,,0.092,0.005,-0.004,0
,,,,0.173,0.038,-0.021,0
,,,,0.062,0.056,-0.01,0
,,,,0.161,0.031,-0.031,0
,,,,0.103,0.021,-0.021,0
,,,,0.225,0.014,-0.022,0
,,,,0.154,0.011,-0.016,0
,,,,0.058,0.004,-0.004,0
,,,,0.079,0.022,-0.01,0
,,,,0.161,0.033,-0.012,0
,,,,0.265,0.109,-0.045,0
,,,,0.13,0.011,-0.009,0
,,,,0.136,0.01,-0.009,0
,,,,0.114,0.018,-0.01,0
,,,,0.1,0.006,-0.009,0
,,,,0.252,0.04,-0.029,0
,,,,0.183,0.034,-0.034,0
,,,,0.178,0.033,-0.033,0
,,,,0.303,0.104,-0.068,0
,,,,0.077,0.011,-0.011,0
,,,,0.232,0.011,-0.017,0
,,,,0.112,0.008,-0.007,0
,,,,0.192,0.071,-0.035,0
,,,,0.082,0.012,-0.009,0
,,,,0.071,0.011,-0.007,0
,,,,0.128,0.009,-0.009,0
,,,,0.082,0.006,-0.007,0
,,,,0.147,0.031,-0.015,0
,,,,0.24,0.037,-0.022,0
,,,,0.131,0.01,-0.01,0
,,,,0.168,0.012,-0.012,0
,,,,0.164,0.059,-0.023,0
,,,,0.113,0.05,-0.016,0
,,,,0.065,0.007,-0.004,0
,,,,0.057,0.006,-0.004,0
,,,,0.113,0.039,-0.012,0
,,,,0.103,0.048,-0.017,0
,,,,0.204,0.018,-0.016,0
,,,,0.155,0.061,-0.03,0
,,,,0.094,0.019,-0.008,0
,,,,0.112,0.008,-0.007,0
,,,,0.196,0.063,-0.012,0
,,,,0.116,0.011,-0.008,0
0.00021,0.00019,-0.00012,0,0.047,0.003,-0.003,0
0.0062,0.00602,-0.00352,0,0.107,0.006,-0.006,0
0.00201,0.00212,-0.00122,0,0.108,0.007,-0.007,0
,,,,0.128,0.023,-0.01,0
,,,,0.201,0.026,-0.017,0
,,,,0.168,0.035,-0.03,0
,,,,0.126,0.056,-0.026,0
,,,,0.173,0.038,-0.018,0
,,,,0.076,0.018,-0.012,0
,,,,0.111,0.034,-0.012,0
,,,,0.083,0.004,-0.008,0
,,,,0.231,0.012,-0.012,0
,,,,0.202,0.012,-0.01,0
,,,,0.255,0.011,-0.017,0
,,,,0.219,0.012,-0.013,0
,,,,0.158,0.004,-0.012,0
,,,,0.262,0.051,-0.051,0
,,,,0.302,0.062,-0.062,0
,,,,0.105,0.022,-0.012,0
,,,,0.15,0.023,-0.016,0
,,,,0.175,0.02,-0.014,0
,,,,0.071,0.004,-0.007,0
,,,,0.124,0.018,-0.02,0
,,,,0.071,0.008,-0.005,0
,,,,0.185,0.07,-0.033,0
,,,,0.153,0.017,-0.012,0
,,,,0.08,0.025,-0.011,0
,,,,0.092,0.033,-0.013,0
,,,,0.112,0.02,-0.01,0
8.4,0.35,-0.34,0,1.136,0.073,-0.054,0
,,,,0.144,0.028,-0.028,0
,,,,0.161,0.031,-0.031,0
,,,,0.145,0.01,-0.01,0
,,,,0.15,0.033,-0.016,0
,,,,0.068,0.007,-0.006,0
,,,,0.191,0.048,-0.023,0
,,,,0.179,0.012,-0.019,0
,,,,0.353,0.079,-0.04,0
,,,,0.098,0.016,-0.012,0
,,,,0.201,0.047,-0.029,0
,,,,0.079,6.148,-0.013,0
,,,,0.093,0.007,-0.006,0
,,,,0.062,0.004,-0.004,0
,,,,0.126,0.008,-0.008,0
,,,,0.159,0.011,-0.012,0
,,,,0.252,0.038,-0.021,0
,,,,0.074,0.013,-0.012,0
,,,,0.162,0.014,-0.013,0
,,,,0.11,0.008,-0.007,0
,,,,0.115,0.011,-0.007,0
,,,,0.079,0.029,-0.012,0
,,,,0.089,0.018,-0.01,0
,,,,0.148,0.007,-0.012,0
,,,,0.255,0.059,-0.026,0
,,,,0.178,0.035,-0.035,0
,,,,0.255,0.049,-0.049,0
,,,,0.193,0.042,-0.042,0
,,,,0.114,0.012,-0.011,0
,,,,0.083,0.018,-0.01,0
,,,,0.18,0.037,-0.024,0
,,,,0.095,0.008,-0.006,0
,,,,0.103,0.014,-0.011,0
,,,,0.084,0.017,-0.012,0
,,,,0.139,0.029,-0.015,0
,,,,0.098,0.021,-0.011,0
,,,,0.146,0.012,-0.009,0
,,,,0.115,0.031,-0.012,0
,,,,0.215,0.054,-0.054,0
,,,,0.301,0.075,-0.075,0
,,,,0.105,0.008,-0.007,0
,,,,0.131,0.037,-0.014,0
,,,,0.198,0.062,-0.027,0
,,,,0.139,0.04,-0.016,0
,,,,0.099,0.019,-0.018,0
,,,,0.077,0.011,-0.008,0
,,,,0.117,0.031,-0.016,0
,,,,0.122,0.015,-0.012,0
,,,,0.084,0.017,-0.009,0
,,,,0.13,0.012,-0.019,0
,,,,0.119,0.023,-0.023,0
,,,,0.12,0.023,-0.023,0
,,,,0.112,0.021,-0.012,0
,,,,0.117,0.02,-0.012,0
,,,,0.351,0.037,-0.026,0
,,,,0.087,0.02,-0.008,0
,,,,0.194,0.037,-0.017,0
,,,,0.086,0.018,-0.012,0
,,,,0.073,0.004,-0.002,0
,,,,0.259,0.045,-0.021,0
,,,,0.144,0.019,-0.014,0
,,,,0.15,0.033,-0.016,0
0.117,0.036,-0.036,0,0.236,0.007,-0.007,0
0.25,0.052,-0.052,0,0.385,0.011,-0.011,0
,,,,0.153,0.012,-0.01,0
,,,,0.299,0.055,-0.059,0
,,,,0.241,0.035,-0.031,0
,,,,0.238,0.039,-0.019,0
,,,,0.168,0.017,-0.015,0
,,,,0.193,0.013,-0.014,0
,,,,0.102,0.008,-0.013,0
,,,,0.178,0.028,-0.018,0
,,,,0.246,0.037,-0.019,0
,,,,0.121,0.009,-0.007,0
,,,,0.331,0.062,-0.062,0
,,,,0.279,0.053,-0.053,0
,,,,0.175,0.012,-0.012,0
,,,,0.181,0.008,-0.014,0
,,,,0.341,0.073,-0.035,0
,,,,0.166,0.029,-0.017,0
,,,,0.148,0.026,-0.014,0
,,,,0.089,0.02,-0.01,0
,,,,0.158,0.031,-0.017,0
,,,,0.138,0.024,-0.015,0
,,,,0.294,0.028,-0.022,0
,,,,0.154,0.037,-0.017,0
,,,,0.103,0.022,-0.012,0
,,,,0.25,0.033,-0.023,0
,,,,0.136,0.028,-0.028,0
,,,,0.217,0.044,-0.044,0
,,,,0.095,0.008,-0.007,0
,,,,0.126,0.018,-0.012,0
,,,,0.17,0.068,-0.032,0
,,,,0.106,0.008,-0.007,0
,,,,0.193,0.039,-0.021,0
,,,,0.261,0.088,-0.041,0
,,,,0.149,0.033,-0.012,0
,,,,0.105,0.008,-0.008,0
,,,,0.154,0.042,-0.017,0
,,,,0.163,0.027,-0.014,0
,,,,0.161,0.078,-0.078,0
,,,,0.321,0.157,-0.157,0
,,,,0.774,0.046,-0.037,0
,,,,0.149,0.01,-0.007,0
,,,,0.11,0.007,-0.005,0
,,,,0.09,0.009,-0.01,0
,,,,0.136,0.059,-0.027,0
,,,,0.188,0.027,-0.02,0
,,,,0.131,0.021,-0.012,0
,,,,0.207,0.052,-0.026,0
,,,,0.19,0.076,-0.04,0
,,,,0.166,0.037,-0.033,0
,,,,0.158,0.021,-0.016,0
,,,,0.376,0.054,-0.054,0
,,,,0.144,0.021,-0.021,0
,,,,0.353,0.061,-0.061,0
,,,,0.271,0.033,-0.056,0
,,,,0.135,0.031,-0.012,0
,,,,0.133,0.025,-0.014,0
,,,,0.126,0.024,-0.021,0
,,,,0.274,0.041,-0.051,0
,,,,0.262,0.064,-0.029,0
,,,,0.198,0.081,-0.032,0
,,,,0.148,0.026,-0.014,0
,,,,0.119,0.01,-0.008,0
,,,,0.106,0.022,-0.012,0
0.66,0.08,-0.09,0,0.96,0.06,-0.07,0
,,,,0.112,0.017,-0.017,0
,,,,0.329,0.053,-0.053,0
,,,,0.249,0.037,-0.037,0
,,,,0.278,0.049,-0.049,0
,,,,0.325,0.046,-0.035,0
,,,,0.107,0.02,-0.013,0
,,,,0.139,0.061,-0.022,0
,,,,0.284,0.1,-0.057,0
,,,,0.203,0.017,-0.021,0
,,,,0.19,0.021,-0.017,0
,,,,0.083,0.004,-0.004,0
,,,,0.118,0.017,-0.012,0
,,,,0.075,0.008,-0.008,0
,,,,0.119,0.047,-0.023,0
